id,title,deliverableType,description,projectID,projectAcronym,url,collection,contentUpdateDate,rcn
101107752_1_DELIVHORIZON,Data Management Plan,Data Management Plan,"The Data Management Plan describes the data management life cycle for all data sets that will be collected, processed or generated by the action. It is a  document describing what data will be collected, processed or generated and following what methodology and standards, whether and how this data will be shared and/or made open, and how it will be curated and preserved.",101107752,PSI-COM,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5178fd77c&appId=PPGMS,Project deliverable,2025-02-03 17:40:56,1247046
101138110_1_DELIVHORIZON,Report on SmartCorners technologies and user-centric vehicle control functions,"Documents, reports","Report on SmartCorners technologies and user-centric vehicle control functions: overview of the smart corner technologies, incl. specifications and control system functions",101138110,SmartCorners,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50bc6d4ff&appId=PPGMS,Project deliverable,2024-05-03 13:48:05,1089329
101138110_20_DELIVHORIZON,"Communication, Dissemination and Exploitation plan (1)","Documents, reports","Communication, Dissemination and Exploitation plan, detailing the CDE plans, targeted groups & segments, and corporate identity.",101138110,SmartCorners,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e512a83f56&appId=PPGMS,Project deliverable,2025-02-10 08:22:10,1249701
101138094_1_DELIVHORIZON,Project Requirements,"Documents, reports","D1.1 defines the requirements of users of the AI Platform, software developers, pilot participants and other interested parties and each use case including business process specification, user stories including functional, operational and performance requirements. Related to T1.1",101138094,NARRATE,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50d2eb208&appId=PPGMS,Project deliverable,2024-10-29 13:22:04,1177767
101138094_40_DELIVHORIZON,NARRATE technology roadmap,"Documents, reports",D8.2 reports on the activities that coordinate the technical work and monitor the technical evolution and progress of NARRATE diagnosing evolving market needs and continuously updating the main goals of the project as it is being carried out. It is related to T8.2 and will be updated in the different progress reports.,101138094,NARRATE,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e509549445&appId=PPGMS,Project deliverable,2024-10-29 13:21:59,1177753
101115476_30_DELIVHORIZON,D6.2 Website and project logo,"Websites, patent fillings, videos etc.",Project website up and running.Website and project logo information with also social media links,101115476,MiWear,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e509fe0e17&appId=PPGMS,Project deliverable,2025-02-17 17:29:16,1253386
101138094_42_DELIVHORIZON,Technical progress report,"Documents, reports",This deliverable includes an update of all the technical work up to M9.,101138094,NARRATE,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5129e4635&appId=PPGMS,Project deliverable,2024-10-29 13:21:59,1177750
101138094_35_DELIVHORIZON,Web-presence & online channels/portal,"Websites, patent fillings, videos etc.","Related to T7.1, D7.2 establishes NARRATE’s branding (logo, fonts, colour palette), and presents the project’s website and social media channels (starting with YouTube and LinkedIn).",101138094,NARRATE,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50d307a02&appId=PPGMS,Project deliverable,2024-10-29 13:22:04,1177766
101138094_3_DELIVHORIZON,Energy efficiency & circularity,"Documents, reports","Related to T1.3, D1.3 addresses the requirements of assessing process circularity, energy efficiency, carbon footprint, industrial symbiosis and other sustainability aspects of the supply chain. It develops environmental and circularity KPIs in order to select the best procurement alternatives from the assessed suppliers.",101138094,NARRATE,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e511783b0a&appId=PPGMS,Project deliverable,2024-10-29 13:21:59,1177749
101138094_34_DELIVHORIZON,"Stakeholders engagement, Dissemination, communication & training plan","Documents, reports","D7.1 defines the overall communication strategy and plan for the project, refining target audiences, key messages and channels. This deliverable includes a plan for the whole project, with major phases and specific activities to ensure an impactful engagement of stakeholders. It also presents an online discussion forum to support continuous learning.it is related to T7.1 and will be updated in the different progress reports.",101138094,NARRATE,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50d3076e7&appId=PPGMS,Project deliverable,2024-10-29 13:22:07,1177768
101138094_2_DELIVHORIZON,Pilot Analysis,"Documents, reports",D1.2 includes the planning and setting up of the pilots and scenarios including validation criteria and KPIs.  A work plan and timeline will be developed to guide the pilots´ implementation being the basis for their validation in WP5. Related to T1.2,101138094,NARRATE,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50d2452f8&appId=PPGMS,Project deliverable,2024-10-29 13:22:04,1177765
101108993_1_DELIVHORIZON,Data Management Plan,Data Management Plan,"The Data Management Plan describes the data management life cyclefor all data sets that will be collected, processed or generated by the action. It is adocument describing what data will be collected, processed or generated andfollowing what methodology and standards, whether and how this data will beshared and/or made open, and how it will be curated and preserved.",101108993,pH4HIF,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e509530217&appId=PPGMS,Project deliverable,2024-03-26 12:06:06,1058554
101070917_18_DELIVHORIZON,DMP,Data Management Plan,Initial version  of the Data Management Plan DMP to be updated at the end of each reporting period 23 and 4,101070917,MICROVASC,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5025a272e&appId=PPGMS,Project deliverable,2024-01-12 11:51:47,1029828
101070917_17_DELIVHORIZON,MICROVASC website and project logo,"Websites, patent fillings, videos etc.",Website and project logo is scheduled at month 2 M2 and continuously updated thereafter Website address should be related to the title of the project and have the address in the eu domain,101070917,MICROVASC,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5fd114b29&appId=PPGMS,Project deliverable,2024-01-12 11:51:46,1029820
190141008_21_DELIVHORIZON,Mid-term market uptake preparation,"Documents, reports",Update scientific and professional community dissemination and validation; regulatory compliance and certification and brand awareness.,190141008,Reverion,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e507f1fed0&appId=PPGMS,Project deliverable,2024-04-01 10:34:35,1069695
190130710_5_DELIVHORIZON,Digital Marketing Strategy completed,"Websites, patent fillings, videos etc.",Digital Marketing Strategy completed,190130710,LILY,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5145811fa&appId=PPGMS,Project deliverable,2024-11-18 14:02:16,1199913
190130710_3_DELIVHORIZON,Data Management Plan,"Documents, reports",Data Management Plan,190130710,LILY,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e51457d2b6&appId=PPGMS,Project deliverable,2024-11-18 14:02:17,1199921
190150004_7_DELIVHORIZON,Website and online profiles,"Websites, patent fillings, videos etc.",Website and online profiles,190150004,Phagediag,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e500f2bf9f&appId=PPGMS,Project deliverable,2024-03-28 14:02:43,1068355
101056835_13_DELIVHORIZON,Safe working environment in laboratories dealing with ammonia,"Documents, reports","Report on required safety levels in laboratory environments dealing with Ammonia, includes foreseen safety measures to be taken in preparation for engine and component testing.This deliverable will be dealt by WAR FI_AE.",101056835,Ammonia2-4,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50c56e582&appId=PPGMS,Project deliverable,2024-05-27 14:56:01,1096200
101056835_32_DELIVHORIZON,"Foresight report on future availability of green/blue ammonia in 2030, 2040 and 2050 scenarios published.","Documents, reports","This deliverable is related to task 6.2 in WP6.Here the objective is to conduct a foresight exercise on mapping (green/blue) ammonia availability to assess the supply needs of green and/or blue ammonia in 2030, 2040 and 2050. The foresight study will be based upon DNV’s Maritime Forecast to 2050 publications and take into account regulatory and policy developments; cost developments within renewable energy, electrolyzers and ammonia production as well as trade growth.Means of verification: Learnings presented in journals and to key stakeholders.",101056835,Ammonia2-4,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50b7559b4&appId=PPGMS,Project deliverable,2024-05-27 14:56:01,1096202
101056777_22_DELIVHORIZON,Method and system for on-board noise measurement,"Demonstrators, pilots, prototypes",Ten miniature data logging devices equipped with a microphone and GPS to be supplied to partners for onroad noise measurements together with instructions on their use and application,101056777,LENS,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e504994eae&appId=PPGMS,Project deliverable,2023-12-05 09:28:11,1003384
101056826_3_DELIVHORIZON,"Communication, Dissemination & Outreach Plan","Documents, reports","The plan describes the planned measures to maximize the impact of the project, including the dissemination and exploitation measures that are planned, and the target group(s) addressed. Regarding communication measures and public engagement strategy, the aim is to inform and reach out to society and show the activities performed, and the use and the benefits the project will have for citizens.",101056826,COSY-PANTERA,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50be7095b&appId=PPGMS,Project deliverable,2024-06-17 16:20:33,1111606
101056826_1_DELIVHORIZON,Data Management Plan,Data Management Plan,The Data Management Plan describes the data management life cycle for all data sets that will be collected processed or generated by the action It is a document describing what data will be collected processed or generated and following what methodology and standards whether and how this data will be shared andor made open and how it will be curated and preserved,101056826,COSY-PANTERA,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f7dbf48f&appId=PPGMS,Project deliverable,2023-09-29 13:43:56,976867
101056777_10_DELIVHORIZON,Newsletter 1,"Documents, reports",Newsletter to be sent electronically to stakeholders regarding major progress development and findings,101056777,LENS,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f9d0c79c&appId=PPGMS,Project deliverable,2023-04-14 18:48:11,924695
101056777_12_DELIVHORIZON,Newsletter 3,"Documents, reports",Newsletter to be sent electronically to stakeholders regarding major progress development and findings.,101056777,LENS,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e50954f4b9&appId=PPGMS,Project deliverable,2024-04-05 17:12:09,1073986
101056777_14_DELIVHORIZON,Newsletter 4,"Documents, reports",Newsletter to be sent electronically to stakeholders regarding major progress development and findings.,101056777,LENS,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e51045d033&appId=PPGMS,Project deliverable,2024-08-27 13:54:59,1158077
101056777_7_DELIVHORIZON,Minutes of first stakeholder event,"Documents, reports",Minutes of the first discussion with stakeholders regarding noise and emissions from Lcategory vehicles,101056777,LENS,https://ec.europa.eu/research/participants/documents/downloadPublic?documentIds=080166e5f9d919e6&appId=PPGMS,Project deliverable,2023-04-14 18:48:14,924698
